user_id,prompt id,pmid_id,selection,annotation,outcome,comparator,intervention,invalid prompt,prompt reason
hazel,10828,3590543,Cannot tell based on the abstract,, Sore throat frequency  , Proseal laryngeal mask airway , I-gel supraglottic device ,0,
hazel,10828,3590543,Significantly decreased,"Higher incidence of macroscopic blood staining of the supraglottic device, sore throat, and dysphagia were observed in PLMA group as compared to the I-gel group [P = 0.045", Sore throat frequency  , Proseal laryngeal mask airway , I-gel supraglottic device ,0,
hazel,10761,3965881,Cannot tell based on the abstract,, Partial thromboplastin time , Clopidex , Plavix ,0,
hazel,10761,3965881,No significant difference,"There were no significant differences between two groups with regard to the laboratory parameters (PT, PTT, FBS, BUN, Cr, TG, and Cho) (P > 0.05).", Partial thromboplastin time , Clopidex , Plavix ,0,
hazel,10869,4233044,Significantly increased,"Adverse events were more frequent in the HA/CMC powder group versus the no adhesion barrier group (63% vs. 39%; P <0.001), as were serious adverse events (28% vs. 11%; P <0.001).", Serious adverse events frequency  , No adhesion barrier , Hyaluronic acid/carboxymethylcellulose ,0,
hazel,10764,3338089,Cannot tell based on the abstract,, Overall long-lasting insecticide-treated bed nets utilization  , Control , Household heads training ,0,
hazel,10764,3338089,Significantly increased,"The LLITN utilization rate in all age groups had increased from 81.0% at the sixth month to 97.1% at the twelfth month in the intervention villages and it had decreased from 79.3% to 71.7% in the control villages. This gave a mean difference of 31.0 percentage-points (95% CI 16.9-45.1, p = 0.000).", Overall long-lasting insecticide-treated bed nets utilization  , Control , Household heads training ,0,
hazel,10875,4796524,Cannot tell based on the abstract,, Stent crustation , Control , Attached stent to Foley catheter ,0,
hazel,10875,4796524,No significant difference,"Stent crustation in separate stent was 25% compared with 0% in the linked stent.,According to statistical analysis, Fisher Exact Test, there was no significant difference between the complications, which led to the departure of stent, and the two groups. (P=0.17)", Stent crustation , Control , Attached stent to Foley catheter ,0,
hazel,10891,4668172,Significantly increased,"Kegel exercises performed in the experimental group significantly improved forced vital capacity, forced expiratory volume in 1 second, PER, FEF 25–75%, IC, and maximum voluntary ventilation compared to no improvement in the control group.", Forced vital capacity  , Control ,  Kegel exercises program ,0,
hazel,10702,5729670,Cannot tell based on the abstract,, Mortality , Standard basal-bolus insulin , Correctional insulin ,0,
hazel,10702,5729670,No significant difference,No mortality was reported in either of the two groups during the study period., Mortality , Standard basal-bolus insulin , Correctional insulin ,0,
hazel,10856,2935390,Cannot tell based on the abstract,, Blood oxygenation level-dependent fMRI activation  , HT7  point stimulation , LR8 point stimulation ,0,
hazel,10856,2935390,Significantly increased,"At the group level, there were significant increases (activation) in BOLD levels in some brain regions for acupoints LR14, CV14, LR8 and the control point compared to all the other points (verum laser per point > all others, p<0.001,HT7 had no significant activation or deactivation.", Blood oxygenation level-dependent fMRI activation  , HT7  point stimulation , LR8 point stimulation ,0,
hazel,10721,4163237,No significant difference,The frequency of PONV in the LP and SP groups did not demonstrate statistically significant different (P > 0.05)., Postoperative nausea and vomiting , Standard pressure carbon dioxide  , Low pressure carbon dioxide  ,0,
hazel,10681,4600913,Cannot tell based on the abstract,, Postoperative anterior knee pain , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10681,4600913,Significantly increased,implant Group 1 (Design 1) patients showed a statistically significant increase in postoperative anterior knee pain (9% versus 3.4%; p = 0.008) and inferior average ROM (112° versus 122°; p = 0.0011) compared to implant Group 2, Postoperative anterior knee pain , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10705,3266479,Cannot tell based on the abstract,, Mortality before ICU discharge  , Placebo , Salbutamol  ,0,
hazel,10705,3266479,No significant difference,"The number of deaths before discharge from either intensive-care unit or hospital did not differ significantly between groups (p=0·10 and p=0·26, respectively; table 2)", Mortality before ICU discharge  , Placebo , Salbutamol  ,0,
hazel,10825,3590543,Significantly increased,I-gel was easier to insert with a better anatomic fit.,  Ease of gastric tube insertion  , Proseal laryngeal mask airway , I-gel supraglottic device ,0,
hazel,10729,3611071,Significantly increased,"Early recovery times [spontaneous respiration (P = 0.002), eye opening (P = 0.006), extubation (P = 0.013), obey commands (P < 0.05), hand squeezing (P = 0.005)] were significantly longer in group P.", Early recovery times , Sevoflurane , Propofol  ,0,
hazel,10910,3018908,No significant difference,Median survival for 10 µM trabedersen was 39.1 months compared with 35.2 months for 80 µM trabedersen and 21.7 months for chemotherapy (not significant)., Median survival , Control , Trabedersen 10 µM  ,0,
hazel,10912,5937443,Cannot tell based on the abstract,, Morphine Cmax , Crushed intranasal extended release morphine , Crushed intranasal Morphine ARER ,0,
hazel,10912,5937443,Significantly decreased,"The mean maximum plasma morphine concentration (Cmax) was lower for crushed intranasal Morphine ARER (26.2 ng/mL) and intact oral Morphine ARER (18.6 ng/mL) compared with crushed intranasal ER morphine (49.5 ng/mL) (Figure 1(a) and Table 1). Based on LS means, morphine Cmax was 49% lower for crushed intranasal Morphine ARER than for crushed intranasal ER morphine (P value < 0.0001)", Morphine Cmax , Crushed intranasal extended release morphine , Crushed intranasal Morphine ARER ,0,
hazel,10766,4334844,Cannot tell based on the abstract,, Effectiveness problems , Usual care , Pharmaceutical care ,0,
hazel,10766,4334844,No significant difference,"however, it was not statistically significant: effectiveness problems (from 12 to 11; 8.4%, P =1.0000)", Effectiveness problems , Usual care , Pharmaceutical care ,0,
hazel,10763,3965881,Cannot tell based on the abstract,, Creatinine levels  , Clopidex , Plavix ,0,
hazel,10763,3965881,No significant difference,"There were no significant differences between two groups with regard to the laboratory parameters (PT, PTT, FBS, BUN, Cr, TG, and Cho) (P > 0.05).", Creatinine levels  , Clopidex , Plavix ,0,
hazel,10840,4604289,Significantly decreased,"The HR was significantly lower, immediately after extubation and 3, 5, and 10 minutes after extubation, in both magnesium and remifentanil groups, compared to normal saline (P < 0.001).", Heart rate  , Placebo  , Magnesium sulfate ,0,
hazel,10813,5120636,Cannot tell based on the abstract,, Mean amount of aerosol foam used per week , Vehicle  , Calcipotriol + betamethasone dipropionate  ,0,
hazel,10813,5120636,No significant difference,"The mean amount of drug used per week was also similar between treatment groups: Cal/BD aerosol foam 29.8 g/week, vehicle 32.1 g/week.", Mean amount of aerosol foam used per week , Vehicle  , Calcipotriol + betamethasone dipropionate  ,0,
hazel,10885,3087029,Cannot tell based on the abstract,, Risk of coronary artery disease , No randomization  , Eligibility for randomization   ,0,
hazel,10885,3087029,Significantly decreased,"Compared with non-randomised patients, randomised patients (n = 241) were younger (65 ± 11 vs. 69 ± 9 years, p = 0.004), had less coronary artery disease (9 vs. 20%, p = 0.018),", Risk of coronary artery disease , No randomization  , Eligibility for randomization   ,0,
hazel,10760,3965881,Cannot tell based on the abstract,, Prothrombin time , Clopidex , Plavix ,0,
hazel,10760,3965881,No significant difference,"There were no significant differences between two groups with regard to the laboratory parameters (PT, PTT, FBS, BUN, Cr, TG, and Cho) (P > 0.05).", Prothrombin time , Clopidex , Plavix ,0,
hazel,10722,4163237,Significantly decreased,"Nevertheless the frequency of shoulder pain after 4 hours at the LP group compared with SP group was significantly different (P < 0.023).,frequency of shoulder pain in LP group was reduced.", Shoulder pain when leaving the recovery room , Standard pressure carbon dioxide  , Low pressure carbon dioxide  ,0,
hazel,10741,4812817,Cannot tell based on the abstract,, Abdominal bloating , Control , Daikenchuto  ,0,
hazel,10741,4812817,Invalid Prompt,, Abdominal bloating , Control , Daikenchuto  ,1," there is no control group.
2 options:
1. compare DKT vs. baseline.
2. SIBO vs. non SIBO group"
hazel,10754,5086025,Invalid Prompt,, General mental health  , Control , Intuitive Eating and Acceptance and Commitment Therapy ,1," there is no control group.
Study is comparing pre and post-intervention effects"
hazel,10745,4324478,Cannot tell based on the abstract,, Time to restart normal diet , Phase II Surgery , Phase I Surgery ,0,
hazel,10745,4324478,Significantly decreased,"Postoperative diet differed significantly between the groups during the whole analyzed postoperative period, as I phase patients could restart a normal diet before compared to II phase patients.,In IP procedures,all the patients recovered a normal diet after 3 weeks postoperatively.", Time to restart normal diet , Phase II Surgery , Phase I Surgery ,0,
hazel,10838,2265739,Cannot tell based on the abstract,, Total WOMAC score improvement  , Placebo , Glucosamine sulfate ,0,
hazel,10838,2265739,Significantly increased,Within group analysis over time showed that the composite (total) WOMAC score was significantly improved by 14.9 (P = 0.006 ANOVA) for A and 10.8 (P = 0.007 ANOVA) for GS compared to non significant changes of 6.1 for PBO and 4.9 for G+A., Total WOMAC score improvement  , Placebo , Glucosamine sulfate ,0,
hazel,10699,5729670,Invalid Prompt,, Mean daily standard deviation , Standard basal-bolus insulin , Correctional insulin ,1,"did not specify mean daily standard deviation of ? can be glucose, can be insulin or other lab parameters/levels"
hazel,10818,3750435,Cannot tell based on the abstract,, Total number of gross sick leave days 3–12 months , Usual care , Sick leave-related intervention with early assessment ,0,
hazel,10818,3750435,No significant difference,"<td align=""left"" colspan=""1"" rowspan=""1"">Total number of gross sick leave days 3–12 months, mean (SD)</td><td align=""center"" colspan=""1"" rowspan=""1"">91 (123)</td><td align=""center"" colspan=""1"" rowspan=""1"">58 (95)</td><td align=""center"" colspan=""1"" rowspan=""1"">p = 0.727</td>", Total number of gross sick leave days 3–12 months , Usual care , Sick leave-related intervention with early assessment ,0,
hazel,10794,5354029,Significantly decreased,the occurrence of ≥2 consecutive days of diarrhea within the first 14 days' stay was 4.6% in the synbiotic product group and 8.0% in the placebo group (P = .0300)., Occurrence of ≥2 consecutive days of diarrhea , Placebo group , Synbiotic group ,0,
hazel,10784,2039813,Cannot tell based on the abstract,, Nitroglycerine response , Placebo , Perindopril ,0,
hazel,10784,2039813,No significant difference,"No difference in nitroglycerine response results at 36 months was found between perindopril and placebo. Mean values (SD) were 8.2% (5.4) and 8.8% (5.4), respectively.", Nitroglycerine response , Placebo , Perindopril ,0,
hazel,10887,3087029,Significantly decreased,"Compared with non-randomised patients, randomised patients (n = 241) were younger (65 ± 11 vs. 69 ± 9 years, p = 0.004), had less coronary artery disease (9 vs. 20%, p = 0.018), previous TIA (1.7 vs. 7.2%, p = 0.029), AF during TEE (25 vs. 54%, p < 0.001), mitral incompetence (55 vs. 70%, p = 0.038)", Risk of mitral incompetence , No randomization  , Eligibility for randomization   ,0,
hazel,10758,3965881,Cannot tell based on the abstract,, Platelet count , Clopidex , Plavix ,0,
hazel,10758,3965881,No significant difference,The platelet count in group A showed no significant differences before and after the study (P = 0.910) and in group B the situation was the same either (P = 0.999). The differences between two groups was also the same (P = 0.994), Platelet count , Clopidex , Plavix ,0,
hazel,10905,3713669,Cannot tell based on the abstract,, Nausea complete response , Placebo , Betahistine  ,0,
hazel,10905,3713669,Significantly increased,"CR was observed in 90% cases as compared a CR 66% in the other group (P <0.5),The number of patients who had complete response was higher in the betahistine group in all the three time frames as compared to placebo group", Nausea complete response , Placebo , Betahistine  ,0,
hazel,10877,4796524,No significant difference,"Second week and fourth week UTI reported 25.6%, 2.3% in study group versus 34.9%, 4.7% in control group (P value 0.48 and 0.5).", UTI after 4 weeks , Control , Attached stent to Foley catheter ,0,
hazel,10693,5053082,Significantly decreased,"Results showed that MBPBS was significantly more effective than TAU in enabling the caregivers to manage their perceived psychological stress, and to reduce the use of physical restraints", Physical restraint use per week after training  , Usual Training  , Caregiver Training in Mindfulness  ,0,
hazel,10696,5053082,Significantly decreased,Results showed that MBPBS was significantly more effective than TAU in enabling the caregivers to manage their perceived psychological stress, Perceived Stress , Usual Training  , Caregiver Training in Mindfulness  ,0,
hazel,10748,5643294,Significantly decreased,"time to bowel recovery and length of hospitalization after surgery (P < 0.05 for both) were significantly shortened;,in the ropivacaine group than in the control group", Time to bowel recovery , Control , Ropivacaine  ,0,
hazel,10755,5086025,Invalid Prompt,, Binge eating , Control , Intuitive Eating and Acceptance and Commitment Therapy ,1," no control, only pre vs post-intervention "
hazel,10776,5971505,No significant difference,We found no significant difference in the mortality or primary closure rates between the two groups., Mortality , Ibuprofen , Paracetamol  ,0,
hazel,10906,3018908,No significant difference,Six-month tumor control rates were not significantly different in the entire study population, Tumor control rates , Trabedersen 80 µM  , Trabedersen 10 µM  ,0,
hazel,10777,5971505,No significant difference,We found no significant difference in the mortality or primary closure rates between the two groups., Primary closure rates  , Ibuprofen , Paracetamol  ,0,
hazel,10793,5354029,Significantly decreased,the occurrence of diarrhea within the first 14 days' stay was 18.8% in the synbiotic product group and 27.2% in the placebo group (P = .0008)., Occurrence of diarrhea within the first 14 days , Placebo group , Synbiotic group ,0,
hazel,10701,5729670,Cannot tell based on the abstract,, Severe hypoglycemia  , Standard basal-bolus insulin , Correctional insulin ,0,
hazel,10701,5729670,No significant difference,None of the patients in our study in either of the groups developed severe hypoglycemia, Severe hypoglycemia  , Standard basal-bolus insulin , Correctional insulin ,0,
hazel,10853,2935390,Cannot tell based on the abstract,, Blood oxygenation level-dependent fMRI activation  , CV14 point stimulation , LR8 point stimulation ,0,
hazel,10853,2935390,No significant difference,"At the group level, there were significant increases (activation) in BOLD levels in some brain regions for acupoints LR14, CV14, LR8 and the control point compared to all the other points (verum laser per point > all others, p<0.001; see Table 1).", Blood oxygenation level-dependent fMRI activation  , CV14 point stimulation , LR8 point stimulation ,0,
hazel,10874,4796524,Cannot tell based on the abstract,,  Urinary leakage , Control , Attached stent to Foley catheter ,0,
hazel,10874,4796524,No significant difference,"According to statistical analysis, Fisher Exact Test, there was no significant difference between the complications, which led to the departure of stent, and the two groups. (P=0.17) (",  Urinary leakage , Control , Attached stent to Foley catheter ,0,
hazel,10685,4600913,Cannot tell based on the abstract,, Overall satisfaction  , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10685,4600913,Cannot tell based on the abstract,, Overall satisfaction  , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10685,4600913,No significant difference,"overall satisfaction rate, and survivorship in two years did not reach statistical significance.", Overall satisfaction  , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10899,3785973,No significant difference,"No such differences were found for inhaled corticosteroid dosage or for lung function, measured as forced expiratory volume in 1 second.", FEV 1 , Control , Internet-based self-management support ,0,
hazel,10732,3611071,Significantly increased,"obey commands (P < 0.05), hand squeezing (P = 0.005)] were significantly longer in group P.", Time for obeying commands , Sevoflurane , Propofol  ,0,
hazel,10803,5511020,Cannot tell based on the abstract,, FEV1 , Glycopyrronium bromide 100 μg , Glycopyrronium bromide 50 μg ,0,
hazel,10803,5511020,No significant difference,"All GB doses were associated with statistically significant increases from baseline in FEV1,with a trend toward greater efficacy with higher GB dose.", FEV1 , Glycopyrronium bromide 100 μg , Glycopyrronium bromide 50 μg ,0,
hazel,10787,5131536,No significant difference,"3-years overall survival (OS) was 78% in RT group vs. 82.4% in CRT group (P = 0.145),", 3-years overall survival , Short-course radiotherapy , Preoperative conventional chemoradiotherapy ,0,
hazel,10765,3338089,Cannot tell based on the abstract,, Long-lasting insecticide-treated bed nets utilization by children under 5 , Control , Household heads training ,0,
hazel,10765,3338089,Significantly increased,"The LLITN utilization rate among under-five children was increased from 91.5% at the sixth month to 97.6% at the 12th months of the follow up period. The effect size of the LLITN utilization rate in under-five children was 38.4 percentage-points (95% CI 12.1-64.7, p = 0.009)", Long-lasting insecticide-treated bed nets utilization by children under 5 , Control , Household heads training ,0,
hazel,10697,5729670,Significantly decreased,"The mean blood glucose in the experimental and the control group was 170.32 ± 33.46 mg/dl and 221.05 ± 49.72, respectively (P = 0.0001).", Mean blood glucose , Standard basal-bolus insulin , Correctional insulin ,0,
hazel,10690,3714520,Significantly decreased,"Canagliflozin reduced AUC RaO by 31% over 0 to 1 h (geometric means, 264 vs. 381 mg/kg; P < 0.001)", Appearance of oral glucose in plasma 0-1 h , Placebo , Canagliflozin  ,0,
hazel,10706,3266479,Cannot tell based on the abstract,, Mortality before hospital discharge  , Placebo , Salbutamol  ,0,
hazel,10706,3266479,No significant difference,"The number of deaths before discharge from either intensive-care unit or hospital did not differ significantly between groups (p=0·10 and p=0·26, respectively; table 2).", Mortality before hospital discharge  , Placebo , Salbutamol  ,0,
hazel,10749,5643294,Significantly decreased,"length of hospitalization after surgery (P < 0.05 for both) were significantly shortened;,in the ropivacaine group than in the control group", Length of hospitalization , Control , Ropivacaine  ,0,
hazel,10832,4689520,Cannot tell based on the abstract,, Systolic blood pressure , Placebo  , Nitrate supplementation ,0,
hazel,10832,4689520,No significant difference,"The reduction in systolic blood pressure after dosing between treatment conditions was not significantly different,", Systolic blood pressure , Placebo  , Nitrate supplementation ,0,
hazel,10772,3528484,Cannot tell based on the abstract,, FEV1 , Placebo , Glycopyrronium bromide 25 μg BID ,0,
hazel,10772,3528484,Significantly increased,all glycopyrronium bromide treatment groups had statistically significant absolute increases in mean trough FEV1 compared with placebo., FEV1 , Placebo , Glycopyrronium bromide 25 μg BID ,0,
hazel,10687,3714520,Significantly decreased,"Compared with placebo, canagliflozin treatment reduced postprandial plasma glucose and insulin excursions (incremental 0- to 2-h area under the curve [AUC0–2h] reductions of 35% and 43%, respectively; P < 0.001 for both),", Postprandial plasma glucose , Placebo , Canagliflozin  ,0,
hazel,10714,5585595,No significant difference,"No significant differences in change in parenting stress between experimental and control group were found (F3,101=.49, P=.49).", Parenting stress , Control , Sugarsquare web portal intervention ,0,
hazel,10845,4604289,Significantly increased,Mean (± SD) DBT 100% was significantly higher in magnesium group (30.2 ± 15.3) vs. remifenatnil (13.6 ± 6.8) and normal saline (13.5 ± 8.2) groups (P < 0.001)., Double burst time , Remifentanil , Magnesium sulfate ,0,
hazel,10709,1693558,No significant difference,the BMD at the lumbar spine was unaltered in both groups., Bone Mineral Density at the lumbar spine , Walking , Whole-body vibration ,0,
hazel,10878,4796524,No significant difference,"Second week and fourth week UTI reported 25.6%, 2.3% in study group versus 34.9%, 4.7% in control group (P value 0.48 and 0.5).,Low complications rate in linked stent group, despite the lack of significant statistical differences,", UTI during discharge , Control , Attached stent to Foley catheter ,0,
hazel,10692,5053082,Significantly decreased,"Results showed that MBPBS was significantly more effective than TAU in enabling the caregivers to manage their perceived psychological stress, and to reduce the use of physical restraints and stat medications for aggressive behavior of the individuals in their care.", Physical restraint use per week during training  , Usual Training  , Caregiver Training in Mindfulness  ,0,
hazel,10688,3714520,Significantly decreased,"Compared with placebo, canagliflozin treatment reduced postprandial plasma glucose and insulin excursions (incremental 0- to 2-h area under the curve [AUC0–2h] reductions of 35% and 43%, respectively; P < 0.001 for both),", Insulin fluctuations  , Placebo , Canagliflozin  ,0,
hazel,10785,5131536,No significant difference,The pathological complete response was found in 3 (4.4%) cases after RT and 8 (11.1%) after CRT (P = 0.112)., Pathological complete response , Short-course radiotherapy , Preoperative conventional chemoradiotherapy ,0,
hazel,10863,4224669,Cannot tell based on the abstract,, Proportions of patient improvement  , Placebo , Add-on lithium ,0,
hazel,10863,4224669,Significantly increased,"Between-group differences in response and remission rates were significant in favor of add-on lithium (p = 0.005, both).,Psychotic features and agitation and aggression, assessed by PANSS total and positive and activation subscales, were improved in both treatment groups, with significantly greater improvements in the add-on lithium than add-on placebo group (p < 0.001, 0.003, and < 0.001, for respective scales,Consistent with this primary efficacy measure, the secondary efficacy measures showed that add-on lithium significantly improved a range of manic symptoms and the overall severity of illness compared with add-on placebo.", Proportions of patient improvement  , Placebo , Add-on lithium ,0,
hazel,10879,5030464,Cannot tell based on the abstract,, Overall hippocampal volume after 28 days , Placebo ,  NSI-189  ,0,
hazel,10879,5030464,No significant difference,"Analysis of covariance results did not show significant differences in hippocampal volume at day 28 (left: F(1,21)=0.06, P=0.80; right: F(1,21)=0.71, P=0.41),between the pooled NSI-189 and placebo-treated patients", Overall hippocampal volume after 28 days , Placebo ,  NSI-189  ,0,
hazel,10847,5536558,No significant difference,No significant differences were observed in the percentage inhibition of the MRP among the three regional anaesthetic groups., Inhibition of the maximal resting pressure , Lumbar epidural , Saddle ,0,
hazel,10851,5536558,No significant difference,percentage inhibition of the MSP was significantly greater in the SD group (83.6 ± 13.7%) compared with the LE group (58.4 ± 19.8%) and the CD group (47.8 ± 16.9%)., Inhibition of the maximal squeezing pressure , Lumbar epidural , Caudal block ,0,
hazel,10880,5030464,Cannot tell based on the abstract,, Overall  hippocampal volume after 84 days , Placebo ,  NSI-189 ,0,
hazel,10880,5030464,No significant difference,"Analysis of covariance results did not show significant differences in hippocampal volume at day 28 (left: F(1,21)=0.06, P=0.80; right: F(1,21)=0.71, P=0.41) or day 84 (left: F(1,18)=1.25, P=0.28; right: F(1,18)=4.17, P=0.06) between the pooled NSI-189 and placebo-treated patients.", Overall  hippocampal volume after 84 days , Placebo ,  NSI-189 ,0,
hazel,10689,3714520,Significantly increased,"Compared with placebo, canagliflozin treatment reduced postprandial plasma glucose and insulin excursions (incremental 0- to 2-h area under the curve [AUC0–2h] reductions of 35% and 43%, respectively; P < 0.001 for both), increased 0- to 6-h urinary glucose excretion (UGE0–6h, 18.2 ± 5.6 vs. <0.2 g; P < 0.001),", Urinary glucose excretion , Placebo , Canagliflozin  ,0,
hazel,10725,4994121,Significantly increased,Cardiac index was higher in SG (320.7±37.5 vs. 283.0±83.9 mL/min−1/m−2 (P=0.009)).,  Cardiac index , Placebo , Levosimendan + sodium nitroprusside ,0,
hazel,10824,3590543,Significantly decreased,Mean airway sealing pressure in the PLMA group (29.55 ± 3.53 cm H2O) was significantly higher than in the I-gel group (26.73 ± 2.52 cm H2O; P = 0.001)., Mean airway sealing pressure , Proseal laryngeal mask airway , I-gel supraglottic device ,0,
hazel,10682,4600913,Cannot tell based on the abstract,, Anterior range of motion  , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10682,4600913,Significantly decreased,Group 1 (Design 1) patients showed a statistically significant increase in postoperative anterior knee pain (9% versus 3.4%; p = 0.008) and inferior average ROM (112° versus 122°; p = 0.0011) compared to implant Group 2 patients;, Anterior range of motion  , Posterior-stabilized anatomical tibial component , Posterior-stabilized symmetric tibial baseplate ,0,
hazel,10902,3898429,Cannot tell based on the abstract,, Gall bladder volume change , Semi skimmed milk , High-fat emulsion 20 ml ,0,
hazel,10902,3898429,No significant difference,"The 20 ml high-fat emulsion yielded the largest gall bladder volume change (42%), and this was significantly larger than for all the other test products (P<0.05) apart from the 250 ml semi-skimmed milk (41% volume change, P>0.05)", Gall bladder volume change , Semi skimmed milk , High-fat emulsion 20 ml ,0,
hazel,10889,3087029,Significantly increased,"Compared with non-randomised patients, randomised patients,left ventricular ejection fraction (59 ± 8 vs. 56 ± 8%, p = 0.016).", Left ventricular ejection fraction , No randomization  , Eligibility for randomization   ,0,
hazel,10897,3785973,Significantly increased,sustained and significant difference in terms of asthma-related quality of life of 0.29 (95% CI 0.01-0.57) and asthma control of -0.33 (95% CI -0.61 to -0.05) was found in favor of the IBSM group., Asthma control , Control , Internet-based self-management support ,0,
hazel,10739,4812817,Cannot tell based on the abstract,, Diarrhea scores  , Control , Daikenchuto  ,0,
hazel,10739,4812817,No significant difference,"In an analysis of all patients, no changes were observed in frequency of bowel movements or stool form after DKT treatment.,diarrhea, and abdominal pain subscales did not show significant changes", Diarrhea scores  , Control , Daikenchuto  ,0,
hazel,10802,5511020,Cannot tell based on the abstract,, FEV1 , Placebo , Glycopyrronium bromide 200 μg ,0,
hazel,10802,5511020,Significantly increased,"All three GB doses resulted in statistically significant increases versus placebo in terms of 12 h trough FEV1 on Day 7,", FEV1 , Placebo , Glycopyrronium bromide 200 μg ,0,
